Generation,Score Fitness,Min Fitness,Max Fitness,Mean Fitness
53,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0028784419996314586, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.002875832083430979
54,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
55,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
56,"[0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.002875832083430979
57,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
58,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.0028732221672305
59,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.0028680023348295423
60,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.0026174503795835576, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.0026174503795835576,0.002878441999631459,0.002875832083430979
61,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
62,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
63,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
64,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
65,"[0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459, 0.002878441999631459]",0.002878441999631459,0.002878441999631459,0.0028784419996314586
